,지점명,측정일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10),미세먼지_평균,미세먼지_최소,미세먼지_최대,미세먼지_표준편차,초미세먼지_평균,초미세먼지_최소,초미세먼지_최대,초미세먼지_표준편차
413,서울,2015-02-18,0.8,-1.5,3.3,0.0,2.5,5.48,7.0,64.9,47.0,79.0,6.22,43.15,30.0,60.0,6.42
414,서울,2015-02-19,2.2,-2.7,8.6,0.0,1.6,11.93,1.4,65.03,51.0,79.0,6.04,40.72,28.0,60.0,6.15
415,서울,2015-02-20,5.2,-1.3,11.4,0.0,2.0,11.33,5.1,53.85,41.0,68.0,5.76,34.02,26.0,47.0,4.74
416,서울,2015-02-21,5.7,4.8,6.7,8.0,3.4,2.74,9.8,26.42,20.0,37.0,4.68,17.73,12.0,31.0,4.56
417,서울,2015-02-22,3.5,-0.7,7.0,2.5,4.1,7.29,6.3,246.48,189.0,302.0,25.98,32.88,20.0,57.0,7.96
418,서울,2015-02-23,0.9,-2.4,5.9,0.0,3.0,12.64,2.9,553.1,419.0,709.0,58.9,61.78,25.0,106.0,21.16
419,서울,2015-02-24,2.1,-1.1,7.5,0.0,2.3,13.75,2.9,108.58,87.0,133.0,10.92,27.75,18.0,44.0,5.13
420,서울,2015-02-25,5.4,0.2,12.5,0.5,2.9,11.32,7.8,74.9,58.0,96.0,7.32,26.98,17.0,38.0,4.58
421,서울,2015-02-26,1.2,-3.5,4.7,0.5,4.9,12.37,4.6,36.45,18.0,48.0,5.43,18.48,8.0,28.0,3.8
422,서울,2015-02-27,-1.3,-5.6,4.8,0.0,3.2,15.22,2.4,33.02,23.0,51.0,5.21,17.45,12.0,24.0,2.75
423,서울,2015-02-28,2.7,-2.0,6.4,0.0,2.0,5.9,8.6,47.28,37.0,82.0,7.66,24.18,16.0,31.0,3.38
424,서울,2015-03-01,2.4,-0.2,5.9,0.0,3.7,9.47,6.1,99.38,82.0,115.0,7.86,28.62,17.0,40.0,4.98
425,서울,2015-03-02,3.9,-1.9,9.7,0.0,2.8,15.5,1.6,90.58,74.0,114.0,8.75,25.75,19.0,46.0,5.71
426,서울,2015-03-03,2.8,-1.3,6.7,5.5,3.4,4.6,9.4,54.4,41.0,68.0,5.53,25.48,20.0,34.0,3.88
427,서울,2015-03-04,-2.1,-4.6,1.4,0.0,5.3,16.79,0.8,43.62,33.0,63.0,5.94,18.08,7.0,25.0,3.32
428,서울,2015-03-05,-0.3,-5.4,5.5,0.0,1.9,12.96,3.9,44.15,33.0,73.0,6.86,26.45,18.0,38.0,3.99
429,서울,2015-03-06,2.9,-3.2,10.4,0.0,2.3,16.17,0.5,49.35,34.0,81.0,8.13,29.05,17.0,40.0,5.0
430,서울,2015-03-07,4.2,-2.3,11.0,0.0,2.3,16.0,0.0,54.92,38.0,85.0,9.61,30.72,20.0,47.0,6.0
431,서울,2015-03-08,7.7,0.4,15.1,0.0,1.8,13.63,3.8,89.88,67.0,108.0,9.2,49.8,31.0,70.0,8.84
432,서울,2015-03-09,2.2,-5.4,8.2,0.0,5.4,15.27,4.0,72.8,53.0,102.0,8.98,35.02,22.0,48.0,6.6
433,서울,2015-03-10,-3.4,-6.9,1.0,0.0,5.9,18.52,0.0,32.95,20.0,61.0,6.74,11.68,7.0,23.0,3.5
434,서울,2015-03-11,0.4,-5.1,7.5,0.0,4.5,12.06,1.4,42.8,33.0,70.0,6.87,18.8,11.0,33.0,4.34
435,서울,2015-03-12,2.1,-3.5,6.7,0.0,4.0,17.66,2.1,33.95,26.0,55.0,5.57,13.88,8.0,23.0,3.56
436,서울,2015-03-13,5.6,1.8,11.0,0.1,3.0,18.08,1.8,46.18,33.0,62.0,6.99,22.0,14.0,33.0,4.36
437,서울,2015-03-14,4.3,-1.2,11.6,0.0,2.3,16.81,2.0,40.58,31.0,66.0,5.92,20.15,14.0,29.0,3.53
438,서울,2015-03-15,5.5,0.0,12.5,0.0,2.2,15.39,1.8,45.42,32.0,70.0,6.37,25.51,19.0,34.0,4.19
439,서울,2015-03-16,9.8,1.3,18.6,0.0,2.0,16.19,2.0,95.0,70.0,130.0,9.98,44.9,27.0,63.0,8.55
440,서울,2015-03-17,10.7,6.9,16.1,0.0,1.8,5.91,7.9,133.4,106.0,176.0,15.62,66.58,36.0,85.0,11.48
441,서울,2015-03-18,10.7,8.4,14.4,1.5,4.0,4.62,9.8,80.75,59.0,113.0,11.63,43.12,27.0,60.0,8.53
442,서울,2015-03-19,12.4,6.5,21.0,0.0,2.5,16.82,2.6,57.05,44.0,78.0,6.98,28.22,21.0,38.0,3.98
443,서울,2015-03-20,13.4,7.6,21.9,0.0,2.5,15.98,4.8,103.02,80.0,144.0,13.36,37.35,23.0,52.0,6.98
444,서울,2015-03-21,11.7,6.9,17.8,0.0,2.7,14.97,0.5,170.92,139.0,199.0,14.77,61.25,40.0,84.0,9.99
445,서울,2015-03-22,8.3,2.2,14.9,0.0,4.2,18.36,0.0,144.62,114.0,173.0,14.93,45.4,31.0,63.0,8.93
446,서울,2015-03-23,4.6,0.0,10.1,0.0,4.2,19.17,0.4,56.35,43.0,88.0,7.63,16.6,7.0,32.0,5.69
447,서울,2015-03-24,5.4,-0.9,12.4,0.0,2.6,19.59,0.0,44.72,36.0,76.0,6.79,19.35,11.0,30.0,4.23
448,서울,2015-03-25,6.5,0.1,14.2,0.0,2.5,18.79,0.0,44.5,36.0,59.0,5.51,22.32,16.0,30.0,3.38
449,서울,2015-03-26,7.9,1.6,14.8,0.0,3.1,19.14,0.0,48.58,39.0,71.0,6.91,23.38,16.0,33.0,4.28
450,서울,2015-03-27,9.1,3.2,16.2,0.0,2.6,18.41,0.0,56.28,46.0,78.0,7.21,27.8,21.0,43.0,5.23
451,서울,2015-03-28,9.7,2.5,17.0,0.0,2.8,17.9,3.3,48.95,35.0,74.0,8.51,24.55,18.0,36.0,5.13
452,서울,2015-03-29,10.5,7.0,16.5,0.0,2.5,12.83,5.0,73.28,64.0,93.0,6.91,32.75,23.0,46.0,5.94
453,서울,2015-03-30,13.2,5.9,20.8,0.0,2.6,17.94,2.0,152.48,132.0,185.0,12.2,49.35,34.0,71.0,8.6
454,서울,2015-03-31,12.9,10.0,14.9,2.5,2.2,3.09,8.9,113.32,92.0,157.0,12.76,54.98,36.0,85.0,10.74
455,서울,2015-04-01,12.9,10.0,17.6,2.5,4.1,14.44,7.1,26.3,19.0,48.0,6.45,16.77,7.0,30.0,4.14
456,서울,2015-04-02,14.8,8.5,21.8,28.0,5.0,11.5,8.4,24.25,19.0,42.0,4.99,13.38,8.0,19.0,2.61
457,서울,2015-04-03,10.6,6.9,15.1,3.5,2.8,7.42,6.1,37.4,24.0,76.0,9.27,20.82,14.0,31.0,4.24
458,서울,2015-04-04,13.5,8.9,18.5,0.0,4.3,12.62,8.0,17.03,11.0,31.0,5.21,8.65,3.0,16.0,2.54
459,서울,2015-04-05,10.5,10.1,12.2,0.5,2.5,2.89,10.0,18.7,12.0,37.0,5.22,10.58,7.0,17.0,2.16
460,서울,2015-04-06,10.3,6.9,15.4,0.0,2.7,10.2,8.8,60.65,52.0,85.0,6.0,21.72,15.0,30.0,3.34
461,서울,2015-04-07,8.4,5.5,12.2,0.0,2.6,10.17,7.6,41.95,34.0,58.0,5.18,17.73,9.0,25.0,3.14
462,서울,2015-04-08,8.3,3.5,13.7,0.0,2.9,14.69,3.8,31.38,25.0,52.0,5.16,17.05,6.0,25.0,3.78
463,서울,2015-04-09,9.6,3.8,16.3,0.0,2.3,18.2,2.8,52.52,44.0,75.0,6.63,27.55,14.0,40.0,5.35
464,서울,2015-04-10,11.6,4.6,19.2,0.0,2.8,20.67,0.1,58.2,49.0,84.0,6.67,29.18,14.0,42.0,5.44
465,서울,2015-04-11,13.5,6.7,20.7,0.0,2.5,19.87,0.4,70.72,59.0,103.0,7.84,35.65,18.0,51.0,6.4
466,서울,2015-04-12,14.9,9.1,20.4,0.0,2.9,12.6,7.9,50.72,42.0,73.0,5.96,27.68,13.0,39.0,4.8
467,서울,2015-04-13,12.0,7.4,17.6,6.5,5.9,14.89,9.0,29.05,22.0,64.0,6.85,15.35,7.0,22.0,3.16
468,서울,2015-04-14,6.9,5.8,8.0,10.5,2.7,5.33,10.0,21.0,14.0,33.0,3.83,15.38,8.0,23.0,2.96
469,서울,2015-04-15,11.1,5.6,17.0,1.0,2.9,16.51,4.4,47.42,38.0,63.0,6.63,28.38,18.0,39.0,5.42
470,서울,2015-04-16,9.9,6.9,14.8,7.0,3.6,3.64,4.6,80.35,63.0,99.0,7.07,30.9,21.0,43.0,5.36
471,서울,2015-04-17,10.5,4.8,16.1,0.0,3.7,22.45,0.3,69.58,57.0,85.0,6.24,17.0,10.0,23.0,3.27
472,서울,2015-04-18,15.2,5.2,23.7,0.0,1.9,19.74,5.0,57.95,48.0,66.0,5.29,18.38,11.0,30.0,3.91
473,서울,2015-04-19,14.5,11.2,17.3,12.0,3.7,5.15,9.9,30.46,24.0,38.0,3.09,14.74,9.0,20.0,2.65
474,서울,2015-04-20,12.2,10.3,16.8,5.5,3.2,8.68,6.0,15.62,10.0,25.0,3.65,9.1,6.0,14.0,2.17
475,서울,2015-04-21,14.0,7.7,20.9,0.0,2.9,22.93,1.8,44.77,30.0,53.0,4.3,21.77,13.0,32.0,3.59
476,서울,2015-04-22,14.2,9.3,20.7,0.0,3.0,19.32,2.8,73.34,66.0,84.0,5.11,34.77,21.0,48.0,5.66
477,서울,2015-04-23,14.5,8.0,20.1,0.0,3.5,21.03,3.5,64.56,44.0,86.0,7.01,33.56,21.0,47.0,5.77
478,서울,2015-04-24,15.7,10.4,22.8,0.0,3.2,22.53,0.9,73.28,62.0,83.0,5.8,33.03,20.0,52.0,5.9
479,서울,2015-04-25,15.9,9.2,23.0,0.0,2.7,22.89,0.0,59.0,36.0,71.0,6.27,20.85,12.0,30.0,4.25
480,서울,2015-04-26,17.3,9.9,24.4,0.0,3.3,20.92,0.0,54.44,36.0,72.0,9.48,25.0,13.0,32.0,5.6
481,서울,2015-04-27,18.5,12.7,24.9,0.0,2.8,22.03,1.0,63.69,43.0,87.0,7.63,30.28,18.0,42.0,5.11
482,서울,2015-04-28,20.3,12.3,26.9,0.0,2.1,19.07,7.1,48.72,34.0,77.0,7.77,24.38,13.0,42.0,5.0
483,서울,2015-04-29,17.0,15.8,18.4,3.5,2.9,5.86,9.0,44.44,36.0,62.0,5.32,26.42,16.0,36.0,4.04
484,서울,2015-04-30,21.2,15.1,28.3,0.0,2.2,21.6,2.8,32.77,27.0,41.0,4.0,18.5,11.0,30.0,3.41
485,서울,2015-05-01,21.0,15.9,27.2,0.0,2.5,22.13,0.0,43.1,35.0,59.0,5.33,25.05,14.0,40.0,4.61
486,서울,2015-05-02,20.7,15.8,26.0,0.5,2.1,15.24,7.1,39.29,33.0,63.0,6.18,23.59,13.0,42.0,4.63
487,서울,2015-05-03,18.3,17.1,19.6,3.5,2.1,5.26,8.9,26.92,21.0,53.0,5.65,17.31,9.0,27.0,3.2
488,서울,2015-05-04,16.1,12.5,20.1,0.0,4.2,24.18,1.6,49.62,36.0,68.0,6.23,16.02,8.0,24.0,3.09
489,서울,2015-05-05,14.2,8.3,19.9,0.0,3.4,25.05,0.1,39.59,32.0,56.0,4.64,13.15,8.0,22.0,2.53
490,서울,2015-05-06,15.4,9.8,22.0,0.0,2.4,16.16,6.8,47.42,37.0,69.0,5.4,16.27,10.0,25.0,3.29
491,서울,2015-05-07,16.5,10.6,24.0,0.0,2.6,18.9,6.0,44.38,31.0,79.0,7.4,18.6,11.0,31.0,3.86
492,서울,2015-05-08,16.7,11.7,22.7,0.0,2.5,14.53,8.6,57.18,44.0,91.0,8.28,28.2,17.0,46.0,6.13
493,서울,2015-05-09,17.6,12.6,24.0,0.0,3.0,21.61,4.6,41.28,33.0,63.0,5.43,20.45,12.0,30.0,3.85
494,서울,2015-05-10,19.1,13.5,25.9,0.0,2.3,23.43,2.6,41.42,33.0,58.0,4.41,18.15,9.0,29.0,3.61
495,서울,2015-05-11,18.4,14.4,24.1,14.0,3.0,13.34,8.0,43.7,35.0,67.0,5.94,20.08,11.0,28.0,3.28
496,서울,2015-05-12,13.3,10.3,17.5,9.5,6.4,12.77,7.4,39.55,32.0,49.0,4.85,17.0,10.0,26.0,3.75
497,서울,2015-05-13,17.4,11.8,21.4,0.0,5.3,23.36,1.8,67.6,59.0,90.0,5.92,22.42,12.0,34.0,4.33
498,서울,2015-05-14,20.4,15.3,26.6,0.0,3.3,19.15,4.8,59.1,48.0,85.0,6.49,27.85,16.0,37.0,5.0
499,서울,2015-05-15,19.1,16.3,23.7,0.0,2.7,10.61,6.3,99.3,70.0,140.0,11.43,47.6,28.0,66.0,8.94
500,서울,2015-05-16,18.0,11.6,25.2,0.0,3.0,25.62,0.4,52.42,42.0,82.0,7.09,25.35,13.0,37.0,4.61
501,서울,2015-05-17,18.6,11.7,25.2,0.0,2.2,21.24,4.8,55.28,47.0,83.0,6.53,30.68,22.0,57.0,5.94
502,서울,2015-05-18,17.7,13.7,22.2,0.0,3.2,13.57,8.4,43.95,34.0,60.0,4.98,22.54,13.0,39.0,4.35
503,서울,2015-05-19,14.8,13.0,16.2,1.0,3.6,3.31,9.4,51.02,39.0,62.0,5.53,30.0,22.0,42.0,5.04
504,서울,2015-05-20,16.3,10.6,21.9,0.0,3.1,24.87,2.0,41.85,33.0,63.0,5.39,17.77,13.0,26.0,3.53
505,서울,2015-05-21,18.7,12.6,26.0,0.0,3.7,24.6,2.5,44.5,36.0,68.0,5.72,21.42,14.0,30.0,3.69
506,서울,2015-05-22,20.0,13.7,27.2,0.0,2.9,24.5,2.9,53.1,44.0,78.0,5.86,26.98,19.0,38.0,4.29
507,서울,2015-05-23,20.6,13.6,28.3,0.0,2.5,23.67,1.9,44.45,36.0,82.0,7.82,21.82,13.0,32.0,3.73
508,서울,2015-05-24,21.0,14.0,28.5,0.0,2.4,25.64,0.0,33.15,27.0,54.0,5.23,16.6,10.0,24.0,2.99
509,서울,2015-05-25,20.8,14.4,28.7,0.0,2.7,24.39,0.0,43.55,36.0,63.0,5.06,23.65,14.0,34.0,4.64
510,서울,2015-05-26,21.5,14.1,30.3,0.0,2.7,25.46,0.1,40.9,33.0,69.0,6.45,21.98,16.0,34.0,4.25
511,서울,2015-05-27,23.2,14.4,31.5,0.0,2.0,25.76,2.0,39.02,27.0,87.0,9.04,20.2,12.0,31.0,4.39
512,서울,2015-05-28,24.3,16.7,32.2,0.0,2.2,23.3,2.8,43.22,33.0,82.0,8.2,21.95,14.0,29.0,3.58
513,서울,2015-05-29,23.8,18.5,29.8,0.0,2.5,18.44,7.3,49.32,39.0,93.0,8.53,25.9,17.0,35.0,4.08
514,서울,2015-05-30,19.8,17.0,23.2,0.4,2.9,9.2,6.1,40.17,31.0,59.0,5.81,23.3,14.0,32.0,4.13
515,서울,2015-05-31,22.1,15.3,30.4,0.0,2.2,23.66,3.0,43.9,31.0,68.0,7.14,25.18,16.0,40.0,5.48
516,서울,2015-06-01,21.7,15.8,28.5,0.0,2.6,20.01,5.6,39.48,30.0,64.0,6.27,21.32,12.0,35.0,4.58
517,서울,2015-06-02,23.1,18.1,29.8,0.0,2.7,21.87,7.8,37.67,30.0,71.0,6.63,21.25,13.0,30.0,3.91
518,서울,2015-06-03,23.3,17.1,29.4,0.0,3.8,26.58,2.6,43.52,31.0,90.0,9.43,14.35,8.0,20.0,2.81
519,서울,2015-06-04,24.2,17.1,31.5,0.0,2.6,0.0,4.6,41.22,27.0,87.0,9.41,18.27,9.0,28.0,3.97
520,서울,2015-06-05,19.1,17.5,22.0,1.0,1.7,5.94,9.3,33.6,25.0,54.0,5.85,17.75,12.0,26.0,3.22
521,서울,2015-06-06,22.4,16.4,28.9,0.0,2.3,23.09,3.5,32.1,24.0,43.0,3.78,17.65,11.0,26.0,3.03
522,서울,2015-06-07,23.4,18.7,31.5,0.0,2.3,20.45,3.4,31.65,24.0,43.0,4.11,17.8,12.0,25.0,2.66
523,서울,2015-06-08,22.4,18.2,27.8,0.0,2.3,14.74,7.9,39.3,31.0,81.0,8.02,22.62,13.0,33.0,4.41
524,서울,2015-06-09,22.2,18.8,28.1,0.0,2.9,19.71,4.1,44.42,36.0,64.0,5.25,26.48,16.0,33.0,4.16
525,서울,2015-06-10,25.3,17.6,34.9,0.0,2.2,23.47,2.6,49.65,39.0,77.0,6.08,27.9,18.0,39.0,4.61
526,서울,2015-06-11,24.6,20.7,30.2,7.5,2.8,11.53,7.3,42.28,32.0,69.0,7.01,23.95,15.0,37.0,4.34
527,서울,2015-06-12,23.6,19.4,29.9,0.5,3.8,22.5,5.8,46.5,38.0,63.0,6.11,25.4,17.0,40.0,4.69
528,서울,2015-06-13,24.7,20.1,30.9,0.5,3.2,16.79,7.1,75.38,60.0,101.0,8.1,34.23,22.0,44.0,5.43
529,서울,2015-06-14,22.8,17.8,27.7,15.5,2.7,19.52,5.3,32.42,26.0,49.0,5.08,19.0,13.0,25.0,3.01
530,서울,2015-06-15,24.2,19.6,30.6,0.0,2.2,18.62,6.3,39.77,31.0,67.0,7.25,22.9,15.0,33.0,3.88
531,서울,2015-06-16,25.0,20.0,30.9,0.0,2.4,21.08,4.6,48.69,36.0,80.0,8.4,28.9,17.0,43.0,6.06
532,서울,2015-06-17,23.4,20.2,30.8,9.5,2.6,15.34,5.4,45.79,33.0,80.0,9.69,28.67,19.0,50.0,7.23
533,서울,2015-06-18,24.8,19.6,31.3,3.0,2.7,20.21,7.1,28.51,18.0,59.0,7.1,17.38,12.0,29.0,3.96
534,서울,2015-06-19,24.5,20.0,29.9,0.0,2.9,18.87,5.8,25.51,18.0,55.0,6.35,14.97,8.0,24.0,3.79
535,서울,2015-06-20,19.6,17.0,22.6,44.5,1.8,3.25,7.5,39.51,27.0,57.0,7.86,24.79,15.0,42.0,6.78
536,서울,2015-06-21,22.4,15.6,29.6,0.0,2.0,23.21,0.9,23.15,17.0,35.0,4.2,13.85,8.0,23.0,3.45
537,서울,2015-06-22,24.0,19.4,29.1,0.0,2.4,21.88,3.8,31.97,25.0,54.0,5.43,19.46,12.0,28.0,3.61
538,서울,2015-06-23,24.7,19.7,31.0,0.0,2.3,20.76,2.9,35.36,25.0,56.0,5.79,22.44,16.0,36.0,4.89
539,서울,2015-06-24,25.7,21.1,30.6,0.0,2.5,18.02,6.1,41.87,34.0,65.0,5.89,26.46,17.0,39.0,4.54
540,서울,2015-06-25,24.8,21.0,29.1,2.0,2.1,11.93,8.9,41.87,33.0,81.0,9.22,26.26,17.0,38.0,4.91
541,서울,2015-06-26,21.0,18.0,25.3,12.5,3.3,10.37,9.6,13.21,7.0,23.0,4.08,8.36,5.0,14.0,2.42
542,서울,2015-06-27,25.2,19.2,31.1,0.0,2.2,26.17,3.1,14.18,7.0,34.0,4.85,8.85,5.0,16.0,2.7
543,서울,2015-06-28,25.4,21.0,31.1,0.0,2.6,23.32,3.0,23.66,15.0,35.0,4.24,13.9,2.0,23.0,3.73
544,서울,2015-06-29,25.7,21.2,30.6,0.0,2.8,22.5,6.8,24.72,10.0,45.0,5.28,15.18,6.0,24.0,3.64
545,서울,2015-06-30,24.4,21.9,29.2,2.5,1.7,8.49,9.1,33.35,24.0,60.0,6.81,20.15,13.0,34.0,4.95
546,서울,2015-07-01,23.7,21.0,27.9,0.5,3.8,23.03,4.4,35.75,27.0,56.0,5.95,19.88,14.0,28.0,3.98
547,서울,2015-07-02,23.7,20.4,29.3,0.0,4.0,20.63,4.6,51.52,41.0,73.0,6.48,32.3,21.0,45.0,6.28
548,서울,2015-07-03,23.3,19.2,28.3,0.0,3.0,22.48,2.1,39.55,30.0,57.0,5.19,23.3,15.0,34.0,3.88
549,서울,2015-07-04,24.1,18.2,29.9,0.0,2.2,20.86,1.9,32.25,24.0,51.0,5.74,18.95,11.0,32.0,4.28
550,서울,2015-07-05,24.2,20.1,29.6,0.0,2.3,18.23,5.1,33.65,26.0,44.0,3.81,20.68,14.0,31.0,3.56
551,서울,2015-07-06,25.3,20.2,32.5,0.0,2.2,20.44,3.9,30.8,23.0,56.0,5.91,17.95,11.0,29.0,3.61
552,서울,2015-07-07,25.6,21.4,29.7,0.0,2.0,14.8,7.6,34.95,28.0,67.0,6.39,20.6,12.0,31.0,4.02
553,서울,2015-07-08,23.4,20.7,26.3,0.5,4.0,12.41,9.4,11.35,5.0,39.0,5.85,6.05,3.0,12.0,2.57
554,서울,2015-07-09,26.5,22.1,31.8,0.0,2.9,14.1,6.8,12.85,7.0,31.0,4.72,7.45,4.0,13.0,2.43
555,서울,2015-07-10,29.2,23.6,34.3,0.0,1.9,17.95,5.6,22.22,12.0,50.0,6.74,13.15,6.0,23.0,4.25
556,서울,2015-07-11,30.4,25.7,36.0,0.0,2.1,17.99,7.5,28.52,19.0,58.0,7.69,18.18,10.0,28.0,4.3
557,서울,2015-07-12,24.8,24.0,28.0,29.0,4.0,4.84,10.0,11.05,5.0,20.0,3.72,6.87,4.0,15.0,2.44
558,서울,2015-07-13,23.1,21.4,24.9,10.0,5.2,3.52,9.5,33.58,24.0,43.0,5.87,21.58,6.0,40.0,6.13
